track_number,mp3_name,title,artists,cue_name,cue_role,cue_index,start_seconds,end_seconds,source,rekordbox_type,rekordbox_num,rekordbox_location
17,flame.mp3,Flame,ARTBAT,IN 1,in,1,30.26,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
17,flame.mp3,Flame,ARTBAT,IN 2,in,2,60.496,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
17,flame.mp3,Flame,ARTBAT,DROP 1,drop,1,158.764,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
17,flame.mp3,Flame,ARTBAT,DROP 2,drop,2,342.071,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
17,flame.mp3,Flame,ARTBAT,OUT 1,out,1,370.418,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
17,flame.mp3,Flame,ARTBAT,OUT 2,out,2,400.654,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/flame.mp3
18,ashes.mp3,Ashes,Camden Cox,START,start,,0.336,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,START,start,,0.798,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,IN 1,in,1,15.567,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,DROP 1,drop,1,52.49,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,CHORUS 1,chorus,1,67.26,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,CHORUS 2,chorus,2,122.644,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,OUT 1,out,1,137.875,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
18,ashes.mp3,Ashes,Camden Cox,OUT 2,out,2,166.952,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/ashes.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",START,start,,0.033,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",START,start,,0.033,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",IN 1,in,1,29.571,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",BREAK 1,break,1,59.109,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",DROP 2,drop,2,88.648,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",BREAK 2,break,2,162.494,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",DROP 3,drop,3,206.801,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",OUT 1,out,1,265.878,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
19,atnight.mp3,At Night,"Maur, Dave Spoon",OUT 2,out,2,295.416,,rekordbox,0,7,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/atnight.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,START,start,,0.023,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,START,start,,0.023,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,IN 1,in,1,43.008,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,BREAK 1,break,1,100.322,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,DROP 1,drop,1,171.963,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,DROP 2,drop,2,286.59,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,OUT 1,out,1,329.575,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
20,yesman.mp3,Yes Man,Ferry Corsten,OUT 2,out,2,358.232,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/yesman.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,START,start,,0.022,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,START,start,,0.023,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,IN 2,in,2,29.113,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,IN 1,in,1,58.205,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,BREAK 1,break,1,189.113,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,OUT 1,out,1,305.477,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
21,filthyacid.mp3,FILTHY ACID,Paul Van Dyk,OUT 2,out,2,334.568,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/filthyacid.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",START,start,,0.024,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",START,start,,0.024,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",IN 1,in,1,27.452,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",IN 2,in,2,54.881,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",DROP 1,drop,1,281.167,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",DROP 2,drop,2,363.453,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",OUT 1,out,1,418.31,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
22,access.mp3,Access (John Askew Remix),"DJ Misjah, DJ Tim",OUT 2,out,2,445.739,,rekordbox,0,7,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/access.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",START,start,,0.051,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",START,start,,0.051,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",IN 1,in,1,27.877,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",IN 2,in,2,69.616,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",BREAK 1,break,1,198.312,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",BREAK 2,break,2,240.051,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",DROP 1,drop,1,267.877,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",OUT 1,out,1,351.356,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
23,outofthesky.mp3,Out of the Sky (Chris Schweizer Remix),"Audrey Gallagher, John O'Callaghan",OUT 2,out,2,379.182,,rekordbox,0,7,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/outofthesky.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,START,start,,0.065,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,START,start,,0.065,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,IN 1,in,1,27.891,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,DROP 1,drop,1,55.718,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,DROP 2,drop,2,222.674,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,OUT 1,out,1,333.978,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
24,apex.mp3,Apex (John Askew Remix),Simon Patterson,OUT 2,out,2,361.804,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/apex.mp3
25,opulence.mp3,Opulence,Simon Patterson,START,start,,0.022,,rekordbox,beatgrid,,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,START,start,,0.022,,rekordbox,0,0,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,IN 1,in,1,27.451,,rekordbox,0,6,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,IN 2,in,2,54.879,,rekordbox,0,1,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,DROP 2,drop,2,258.451,,rekordbox,0,2,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,DROP 1,drop,1,285.88,,rekordbox,0,7,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,DROP 3,drop,3,340.737,,rekordbox,0,3,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,OUT 1,out,1,368.166,,rekordbox,0,4,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
25,opulence.mp3,Opulence,Simon Patterson,OUT 2,out,2,395.595,,rekordbox,0,5,file://localhost/Users/josephdaher/Git%20Repositories/djprojectexploration/music/aries-mix/opulence.mp3
