mix_name,track_number,title,artists,genre,mp3_name,energy,bpm,glm_energy_pred,glm_energy_oof_pred,glm_energy_residual,glm_energy_oof_residual,spectral_centroid_hz,spectral_tilt_db_per_oct,spectral_rolloff_05_hz,low_band_energy_ratio,low_band_periodicity,dynamic_range_db,crest_factor_db,onset_density,onset_magnitude,rhythmic_entropy,band_flux_low,band_flux_mid,band_flux_high,downbeat_strength_ratio,phrase_consistency_4bar,phrase_consistency_1bar,hpss_percussive_ratio,bassline_onset_density,spectral_spread_hz,section_transition_rate
ara,21.0,Far From In Love,Above & Beyond,trance,Above & Beyond - Far From In Love (Original Mix).mp3,8.0,138.0,7.442880382571152,7.41483823200347,0.5571196174288477,0.5851617679965297,2536.765839553639,-5.534501542475848,53.8330078125,0.5603433271887082,0.9420952978779155,8.430787298088159,11.091891123882478,3.6370544605963318,7.147947603083671,0.878883676665302,6.329965623309789,1.1983419383345588,0.32018345945713983,0.870952094346516,0.9285736548466775,0.9321833752760991,0.12281962639072914,4.133223341954279,2841.2096165704647,0.40968072772674574
ara,13.0,Bloodstream (Cubicore Remix),"Ferry Corsten, Ruben De Ronde",progressive trance,Bloodstream (Cubicore Extended Remix).mp3,6.0,128.0,6.067952135305523,6.3336093124897825,-0.06795213530552324,-0.33360931248978254,1901.3363703804882,-7.218963674931877,48.44970703125,0.7414427697241555,0.9204240028429241,16.155626252347037,10.12028393589896,4.334885221897498,7.290360859850708,0.8881476689579993,7.409346126892746,1.1215662718956543,0.27829862307495407,1.9444993799265475,0.9220789527124708,0.9299751247424884,0.15364806079236948,2.627773985680395,2354.8836123859865,0.5651126850925581
ara,15.0,Connected (Vocal Mix),"Matt Hardwick, Smith & Pledger",trance,Connected (Vocal Mix).mp3,7.0,136.0,6.814571563684775,6.998083567760549,0.18542843631522476,0.001916432239450927,3073.6961373067047,-4.673767663860631,53.8330078125,0.6632994943073378,0.934697465596535,16.41426804373514,12.759012044204328,3.7869906435979956,5.594545721863779,0.8940617793057457,5.599366841077593,0.8215824563493845,0.3331834446352095,2.008418324244759,0.9561200817448593,0.9570400172235636,0.147422850417991,4.342690357604223,2997.6249428486535,0.4116294177823908
ara,5.0,Headspace,"Dee Montero, Meliha",progressive house,Dee Montero feat. Meliha - Headspace.mp3,2.0,121.0,4.075902255562621,4.849654226770914,-2.075902255562621,-2.849654226770914,3116.8795388272138,-3.961144027313231,21.533203125,0.7907200095083944,0.95064740958968,18.586369031829737,11.29623458323582,6.286366072975205,6.856852643668468,0.840854922290956,4.798557991506457,0.5889247823358856,0.3152450372862851,1.0021259376263256,0.9325420832779627,0.9321529954382889,0.3152944971463345,1.9549458639529458,3044.7143262920376,0.2580786619079796
ara,18.0,Frozen,Dogzilla,trance,Frozen (Extended Mix).mp3,6.0,136.0,5.687743936134408,5.637976516549677,0.31225606386559157,0.3620234834503231,2344.8729354991547,-5.943289160190819,48.44970703125,0.7019802023423755,0.9287679471784663,12.460459966514195,11.257415854970645,1.4642698758104586,8.266992316601124,0.8769322934752144,5.457488926131362,0.9375220769380515,0.25299376037843024,0.9807158358342923,0.9412812968554553,0.9408856092081798,0.12274424705376895,3.064841468784125,2694.130112122515,0.5841502164137468
ara,12.0,I Wonder,ZHU,electronic,I Wonder.mp3,5.0,124.0,4.732555815435554,4.648341578154617,0.26744418456444574,0.3516584218453831,2314.581044992058,-5.374875099730212,48.44970703125,0.7537642048415425,0.9250662715282485,17.935980379950827,11.10529947878517,4.483664456179684,9.112525624982545,0.8717866614189226,5.764053742027218,0.9041453368878477,0.2899996652875512,1.0071563036357265,0.9102002705095081,0.9161592422392673,0.25455627665665587,1.7951202712010912,2705.745423489603,0.49634661876527864
ara,14.0,Ice Beach,"Niklas Harding, Arcane",progressive trance,Ice Beach (Original Mix).mp3,6.0,132.0,4.5406876374261245,4.261555847536042,1.4593123625738755,1.7384441524639582,3004.3767502291657,-4.658323331237507,48.44970703125,0.7204574465718805,0.9007949848215382,17.461047411330444,13.62915016572244,7.338970244192369,5.503743526111492,0.8475865776274841,4.826178283332608,0.6934306037631421,0.26189593904410235,0.8134889674054989,0.939339854085954,0.945058017926567,0.25358238611875733,2.259783186008574,2814.137911704081,0.46473690200690465
ara,7.0,Icicle,"Tim Green, Izhevski",deep house,Icicle.mp3,2.0,120.0,3.351894406495316,3.165928783859703,-1.3518944064953158,-1.165928783859703,2663.1561953486366,-4.837387587884008,80.74951171875,0.7503492266485866,0.9017862770398957,24.68011014375485,12.68048216772516,4.512812293074635,9.47736894500522,0.819166597454711,4.128617028541518,0.6762910170267007,0.2510854403352376,0.9144312221517877,0.9482713634558915,0.9480672766273934,0.4077500458276393,1.768215563239895,2705.5958880375333,0.38626068129026836
ara,17.0,Metanoia,"Omnia, The Blizzard",trance,Metanoia (Original Club Mix).mp3,7.0,134.0,5.950927206663267,5.424704911139622,1.049072793336733,1.5752950888603783,2264.295777837684,-6.275252637286455,75.3662109375,0.543071105839506,0.9629383651409696,14.93536809959324,11.813175472665051,3.1556802244039273,4.374958176546164,0.9530990431695758,6.408939478880069,1.0649561630019038,0.2682065460922853,1.0418031566029136,0.9371705407244719,0.9429998837817519,0.25218815935912414,2.745221118292647,2556.5599929903055,0.7944369795702194
ara,9.0,Muse,"Rezident, Kate Morgan",progressive house,Muse (Extended Mix).mp3,5.0,125.0,3.760706155488611,3.736335350218379,1.2392938445113888,1.2636646497816209,1793.16345303809,-6.821649107495137,43.06640625,0.6805946506320097,0.932265716307191,20.335546555981907,12.411132819344209,2.5344419914829963,7.99325598734345,0.8725068339750003,4.725850080017031,0.8220226112141119,0.16385872303692658,1.175773826590091,0.936800800870745,0.9412663907384754,0.23155202661994845,1.5049019016483096,2318.315093730682,0.29556174827790044
ara,10.0,Wavy Jane,My Friend,progressive house,My Friend - Wavy Jane.mp3,5.0,126.0,6.388803188764967,6.6923326238177285,-1.3888031887649666,-1.6923326238177285,3300.2069927231396,-4.191307318625549,53.8330078125,0.6618282103103355,0.8911192246564718,11.471148810850668,10.370208059494155,5.780750453018778,5.306943151595049,0.8932571611173072,5.582868485134629,1.0798523923922778,0.44693615731592573,0.7137955424174381,0.9475050762502466,0.9521352184111813,0.18310405155534776,2.607782794414989,3032.209952303446,0.5949314359882105
ara,11.0,Needs to Feel (Wippenberg Remix),Super8 & Tab,progressive trance,Needs To Feel (Wippenberg Remix).mp3,6.0,128.0,5.428488056611682,5.431502425614655,0.5715119433883178,0.5684975743853453,2376.810006539345,-6.377882704804621,53.8330078125,0.6256724117567368,0.8667726241215229,14.280724159118474,12.464994275824566,1.4951755035616248,7.15455759360717,0.9241158832526886,4.047993859628459,0.9446113464922075,0.2889603287970736,0.7479692326591064,0.9106040006882821,0.9174316882337457,0.13997233348352503,2.620975498560153,2482.7043810090977,0.21208163171086875
ara,23.0,Perception (Vocal Mix),Cass & Slide,trance,Perception (New Vocal Mix).mp3,6.0,131.0,5.2277143990559924,4.682575622791671,0.7722856009440076,1.3174243772083294,2083.817874056933,-7.420724116647305,64.599609375,0.4653713764398211,0.8404454674412483,13.507675999566054,13.93589364751927,6.274455230360623,5.689265253947842,0.999954681233407,3.7499914851296903,0.994736877986023,0.2231469417313886,1.0309276470359021,0.8965689615103571,0.9033265046572352,0.21926785809195729,2.5119677695074003,2186.221908890087,0.6557032089453748
ara,3.0,Selene,Karmarin,deep house,Selene (Extended Mix).mp3,3.0,125.0,4.213559815420789,4.285610335967011,-1.2135598154207887,-1.2856103359670108,2008.7800436044533,-6.299165780116218,69.98291015625,0.6473542332396452,0.9485291774848024,18.670214825792236,12.138182177736521,4.660949773005693,6.746892383717226,0.8324444806882006,5.362241290545585,0.7881609702302798,0.22608583942629157,1.085115632630516,0.9535262550729942,0.9581278944565818,0.31864706868019993,2.1870270951934856,2346.3929880425194,0.2648266916480507
ara,8.0,Sunlight (Jody Wisternoff Remix),Lane 8,deep house,Sunlight (Jody Wisternoff Remix).mp3,3.0,120.0,3.8085196963643706,3.7573053135400865,-0.8085196963643706,-0.7573053135400865,1981.7189613986125,-6.433288786784991,48.44970703125,0.8079700037810931,0.959335780069478,24.386322438559993,11.760417900681013,5.110559415936066,7.365582512869844,0.8616176180522805,5.069764568765165,0.6470364000609808,0.22163991203072222,0.9085841318013493,0.871265957067301,0.8759029152482177,0.24633559940796868,1.8145841828628528,2404.601610629914,0.28764874761366227
ara,6.0,TERRITORY,THE BLAZE,electronic,TERRITORY.mp3,2.0,120.0,2.686236705556166,3.372648810379385,-0.686236705556166,-1.3726488103793848,1160.2861223180262,-10.67953587922936,86.1328125,0.8174271100812038,0.8137786896718241,28.022110027340723,11.053421829855443,3.4119707077708292,6.926182964068076,0.8996438055771632,5.280980598232957,0.5950309292717356,0.08522901917823368,0.6141469259037595,0.8660704116375277,0.865348437104233,0.38709196934400064,2.293944251035743,1289.0078950346442,0.0
ara,20.0,The Whiteroom,"Andy Moor, Adam White, Whiteroom",trance,The Whiteroom (Extended Mix).mp3,8.0,135.0,7.475080061361716,7.3190988220928475,0.5249199386382841,0.6809011779071525,2474.880605850197,-5.671751289996311,69.98291015625,0.5001589839252859,0.6553009180104963,8.728094759504447,11.216597177970815,7.015441433556659,4.765947792313429,0.8870685974778572,7.336556403093166,1.1094220730706765,0.31979876729155343,1.1668652471220833,0.9510493784578901,0.9583207941083756,0.11565913091472949,4.434650299577081,2746.7386851428873,1.0958773392694598
ara,19.0,These Shoulders (Oliver Smith Remix),"The Signalrunners, Julie Thompson",trance,These Shoulders (Oliver Smith Remix).mp3,7.0,134.0,5.83965605280728,5.6431949582142416,1.16034394719272,1.3568050417857584,2607.4038610110047,-5.3276098177345155,48.44970703125,0.6783887823556563,0.8788896174904879,13.129405944812543,11.493590987083023,3.8016260087270237,5.465959277125558,0.9079578195618174,6.166206287026503,0.8518482052650858,0.2723315621000282,0.7520528632543569,0.931871944096839,0.935756321428264,0.18264252130831735,3.033031115088035,2896.80624686017,0.29187147859708434
ara,16.0,Time Goes By (Super8 Deep Mix),"Carrie Skipper, Super8 & Tab",trance,Time Goes By (Super8 Deep Mix).mp3,7.0,138.0,5.690781009506744,5.7863431263965595,1.3092189904932559,1.2136568736034405,2583.8175403522528,-5.39222441202571,48.44970703125,0.6514143648610742,0.8614343164273054,14.014410675450332,12.554666942363156,4.1007909614153855,6.571234219053755,0.8630710261148051,5.592752027383207,0.8215000541809768,0.3031341279425988,0.8333751531574315,0.9221637970956054,0.9283288981601963,0.1627396933046373,2.794569580678011,2842.5666198574672,0.11750117367952395
ara,4.0,Tundra,Peer Kusiv,melodic techno,Tundra.mp3,3.0,122.0,4.234254555865318,4.318946519005954,-1.2342545558653182,-1.3189465190059542,2651.378402615083,-4.8383409374847135,53.8330078125,0.6816592800403839,0.9498183865663318,20.306640442469018,12.116508145710679,5.667456933353095,7.214392256538623,0.8634087945776419,4.157772300854493,0.8077818851269765,0.2525753425513779,0.8435621747446074,0.8852803314015283,0.8890383642444382,0.2051184664963477,1.648429301944806,2659.1809951091864,1.2559461348150904
ara,22.0,Zocalo,"Armin Van Buuren, Gabriel & Dresden",trance,Zocalo.mp3,5.0,135.0,4.926752436085335,4.646573484586561,0.07324756391466458,0.35342651541343884,2696.0870706237156,-4.789674490767081,91.51611328125,0.7199036515344357,0.9679230925755309,23.22731876275403,12.087055606022405,4.463821153779357,7.197483133231287,0.8467254320654648,4.304348316275231,0.5901117026944063,0.24516951194493475,0.8366684818351546,0.9304339556107943,0.9325115790034616,0.124000184257542,3.1146591948500038,2659.9058894127606,0.23566147754224492
aries,22.0,Access (John Askew Remix),"DJ Misjah, DJ Tim",tech trance,access.mp3,8.0,140.0,6.842011548192848,6.866924083199633,1.1579884518071522,1.133075916800367,3722.3761677427283,-3.8096036514161424,69.98291015625,0.5217139915205012,0.9518771575741893,14.434017704176453,12.809427350209834,5.446490722501557,5.2648930417017485,0.8757788530811189,5.431009965535197,1.1334992108784339,0.5183174599690799,1.132176569066379,0.9218058365087515,0.9259678014526868,0.25848717551380385,2.243274645569976,3037.977213206444,0.24561401228868354
aries,24.0,Apex (John Askew Remix),Simon Patterson,psytrance,apex.mp3,8.0,138.0,8.626197884185613,8.618298638437443,-0.6261978841856131,-0.6182986384374427,3500.7210972731145,-3.9994686537398825,53.8330078125,0.6166134779559531,0.9471896645665393,10.356843143119109,10.417057274072496,3.3269647525357695,6.63114060581855,0.9007243390908932,8.010797004714261,1.6505877858419025,0.6214311037506633,1.0086791026926065,0.8971212303573862,0.9030097795902728,0.24398996666047218,2.7168119715046815,3112.0775204174774,0.6026200306479884
aries,18.0,Ashes,Camden Cox,melodic techno,ashes.mp3,6.0,130.0,6.372073232147063,6.768095675939893,-0.3720732321470628,-0.7680956759398931,2802.083164269459,-5.140050991948269,69.98291015625,0.5602061460644553,0.8934982156377586,11.12283263705106,10.29875307744862,6.208471219740991,5.2744468498556865,0.8796684145576675,6.749652162553103,1.1785324880770893,0.3711327588050923,1.1272040700245023,0.9287328094180488,0.9146964498798739,0.1885785480304304,2.2131311288879627,2890.8253061970836,1.5960080256403577
aries,19.0,At Night,"Maur, Dave Spoon",tech house,atnight.mp3,6.0,130.0,6.011703829653863,6.028343811535739,-0.01170382965386274,-0.028343811535738617,3244.0666921553084,-4.288155381935105,53.8330078125,0.6786142271796374,0.9451637947214856,18.663698040562203,11.827993404169055,4.4962611703576565,7.503947709066597,0.8568535808791763,6.909503683719606,0.9405375453023959,0.4850688385231367,0.8736484544183901,0.9142908353917594,0.9105892327985761,0.3251559475968793,2.229678076955746,2905.396680529724,0.0
aries,11.0,Brainwasher,Nox Vahn,techno,brainwasher.mp3,4.0,120.0,5.5651133205364145,5.788941987578715,-1.5651133205364145,-1.7889419875787151,2379.1974252494474,-5.367422364267316,48.44970703125,0.7682885373464238,0.9266240416362775,15.83798565362151,10.48482553569415,5.6648400880720065,9.711113073853296,0.8232257106248076,7.589609214606809,0.8427047954804848,0.3696703505064915,0.9344539535974026,0.9266921409989621,0.9427026634104889,0.22854323489712214,2.8593684570739017,2766.97952197233,0.8510025169862804
aries,3.0,Break the Silence,"aname, Bri Zoli",progressive house,breakthesilence.mp3,3.0,124.0,4.1919522544492835,4.469591427991212,-1.1919522544492835,-1.4695914279912117,1983.235766259923,-6.4122865991678175,43.06640625,0.8492189801144425,0.911915240294445,18.27500268292974,11.359153278729995,3.583579278484708,6.781404421410778,0.9014699201804973,4.89054345163918,0.7614579919396843,0.16165729653259667,1.1853982526209836,0.9304849171158814,0.9370092566357172,0.14378554026004245,1.7943347949799142,2508.9211435410025,0.0
aries,7.0,Come Alive,"Grum, Sarah Appel",progressive house,comealive.mp3,6.0,124.0,6.802672894099167,6.917976419153543,-0.8026728940991674,-0.9179764191535433,3051.0644741034093,-4.317645108607984,48.44970703125,0.7253077403861276,0.9095295063589769,7.435575614886116,10.892877720355237,3.0208723453471977,6.374965995520204,0.9203264272507434,6.659165829788119,1.0070776959164165,0.38820328473208027,0.6307581950660576,0.9284795359178852,0.9299200951675964,0.13765867188068684,2.7779881366760666,3097.925613921387,0.18216315650334863
aries,1.0,Filmic,Above & Beyond,chillout,filmic.mp3,1.0,129.87,2.3777126278839615,3.949088650653894,-1.3777126278839615,-2.949088650653894,1138.8724004085395,-10.83078795280893,64.599609375,0.16589936089855528,0.856641279406969,16.845895996864968,17.61460835192602,1.8268224625043599,1.7669363164105107,0.9996531330094754,0.5385224201487001,0.46097153252248313,0.036586380338947184,0.9200749594326811,0.9755645273688068,0.9770286814624712,0.035530423005533586,0.9155912103243808,1348.1009296911036,0.7847924659923264
aries,21.0,FILTHY ACID,Paul Van Dyk,techno,filthyacid.mp3,6.0,132.0,5.47294467870806,5.065909857288476,0.5270553212919404,0.9340901427115238,1903.338411079469,-6.422889217376774,48.44970703125,0.8014070960366387,0.8457513840252112,21.427266100928883,10.506677513953457,6.262421580812282,8.913406674550927,0.8431408283539493,6.577900583319736,0.7588761837532049,0.2140226341853855,1.0864790872107286,0.8043089120117997,0.8101286011187333,0.14451015066286033,3.365370901688687,2297.2105909238817,0.49010255849835244
aries,17.0,Flame,ARTBAT,melodic techno,flame.mp3,5.0,127.0,5.190116203520224,5.245504339167736,-0.1901162035202244,-0.24550433916773606,2212.2501570784943,-6.278503166431369,113.04931640625,0.5479906133279535,0.955312093948336,23.765947667226804,11.592328152870754,4.341768735637791,6.5123656789263284,0.9082451070218681,4.891879062336095,1.0364545251586141,0.29188848098281517,1.0839212192460723,0.9150347062943326,0.9396420261430031,0.16813566864205853,1.342434988691205,2483.299188503365,0.13012293913000372
aries,16.0,Hold That Sucker Down (HEL:SLOWED Remix),Jerome Isma-Ae,melodic techno,holdthatsuckerdown.mp3,6.0,125.0,6.136747312534985,6.140844290782054,-0.13674731253498518,-0.14084429078205396,2679.4835916780316,-5.537907564267169,48.44970703125,0.6515270560335588,0.9587845035959545,14.814091028034525,11.416611456620078,2.8791314939089965,7.916640601265296,0.8965417881249473,5.707236167742972,1.165229951166315,0.40435732484620807,0.8770898695965885,0.9246248786653799,0.9268408483221247,0.21211615352767366,2.6203331573778508,2758.245314234897,0.7763950095934372
aries,10.0,Illusion,Yotto,techno,illusion.mp3,5.0,124.0,5.13518133457436,5.126248044353859,-0.13518133457436043,-0.12624804435385872,2241.747791891,-6.296985427300424,43.06640625,0.764616463169603,0.9388200526073366,17.942574620872765,10.507321134445897,3.731303418803419,7.564827446435807,0.8828480427771741,5.9317260545788,0.9933635148258694,0.25559482882663564,0.7413992054032283,0.9331723277786255,0.9332996514731178,0.23026621736854666,2.6175213675213675,2524.113889182386,0.16025641025641027
aries,6.0,Lately (Adam Ten & Mita Gami Remix),RUFUS DU SOL,progressive house,lately.mp3,4.0,126.0,4.073895809182886,3.9231163468670807,-0.0738958091828863,0.07688365313291934,3042.0319809386583,-4.197354389092575,64.599609375,0.7760448769473841,0.8730013928454209,21.461300190350812,12.54943198197617,4.281400017678597,10.158261024535483,0.7726077466246709,5.4098770051565905,0.716725359869405,0.38174295702454003,0.7731167350001619,0.9486371259914812,0.9531699212366213,0.30434220696977227,1.7621045924288548,2773.882891448938,1.1217641967716847
aries,4.0,Love You Got,Kelly Lee Owens,progressive house,loveyougot.mp3,3.0,124.0,5.413885481209856,6.037470614266364,-2.4138854812098556,-3.037470614266364,2787.8689221649865,-4.723246442659425,59.21630859375,0.5626589147397272,0.9525042866869771,12.244446288373815,11.572546778065242,4.109431275476852,4.209564082424379,0.9512562788503786,4.526904790793871,1.01313237590536,0.25250182872834875,1.28691141615178,0.9124647371874163,0.9218582345198519,0.19943067729860114,1.5864828516586238,3014.6168561185605,0.8813793620325687
